Unnamed: 0,encode_res,dest_res,ssim,lpips,vmaf,vmaf_neg,size,time,Source Directory,Source File,w0,w1,w2,w3
6.5,720.0,1080.0,0.5011235590493093,0.44924973683384345,95.66327239664042,95.46747172461382,253.57142857142858,14.735357142857143,VMAF_VMAF-NEG_CRF:42_W0:1.0_W1:1.0_W2:1.0_RF:True_MINI,srunet_epoch:4_ssim:0.4034_vmaf:94.1949_vmaf-neg:93.9928_lpips:0.4850_crf:42_720_1080_TEST_CRF42.csv,1.0,1.0,1.0,0.0
6.5,720.0,1080.0,0.49025385094291074,0.41309442782371797,95.52903031160554,95.39993036626929,253.57142857142858,14.735357142857143,LPIPS_CRF:42_W3:1.0_W1:1.0_RF:True,srunet_epoch:4_ssim:0.3997_vmaf:94.0348_vmaf-neg:93.9040_lpips:0.4165_crf:42_720_1080_TEST_CRF42.csv,0.0,1.0,0.0,1.0
6.5,720.0,1080.0,0.49025385019750656,0.413094427392401,95.52903178485037,95.39993095417448,253.57142857142858,14.735357142857143,LPIPS_CRF:42_W3:1.0_W1:1.0_RF:True,srunet_epoch:4_ssim:0.3997_vmaf:94.0348_vmaf-neg:93.9040_lpips:0.4165_crf:42.pth_720_1080_TEST_CRF42.csv,0.0,1.0,0.0,1.0
6.5,720.0,1080.0,0.5006624783644205,0.43605130415143606,95.65598071251266,95.47799313762619,253.57142857142858,14.735357142857143,VMAF_CRF:42_W0:1.0_W1:1.0_RF:True,srunet_epoch:4_ssim:0.4066_vmaf:94.1914_vmaf-neg:94.0069_lpips:0.4439_crf:42_720_1080_TEST_CRF42.csv,1.0,1.0,0.0,0.0
6.5,720.0,1080.0,0.5006624778134134,0.4360513036933055,95.65598148746824,95.47799340879612,253.57142857142858,14.735357142857143,VMAF_CRF:42_W0:1.0_W1:1.0_RF:True,srunet_epoch:4_ssim:0.4066_vmaf:94.1914_vmaf-neg:94.0069_lpips:0.4439_crf:42.pth_720_1080_TEST_CRF42.csv,1.0,1.0,0.0,0.0
6.5,720.0,1080.0,0.5005261239877549,0.4403656675045791,95.64449668855299,95.48476498964861,253.57142857142858,14.735357142857143,VMAF_VMAF-NEG_CRF:42_W0:1.0_W1:1.0_W2:1.0_RF:True,srunet_epoch:4_ssim:0.4067_vmaf:94.1803_vmaf-neg:94.0128_lpips:0.4475_crf:42_720_1080_TEST_CRF42.csv,1.0,1.0,1.0,0.0
6.5,720.0,1080.0,0.4979484737965057,0.4496219474567717,95.5966117205445,95.43655995636527,253.57142857142858,14.735357142857143,VMAF-NEG_CRF:42_W2:1.0_W1:1.0_RF:True_MINI,srunet_epoch:4_ssim:0.4009_vmaf:94.1177_vmaf-neg:93.9560_lpips:0.4543_crf:42_720_1080_TEST_CRF42.csv,0.0,1.0,1.0,0.0
6.5,720.0,1080.0,0.4969160271172526,0.4415539215825511,95.6019740382034,95.43828823141949,253.57142857142858,14.735357142857143,VMAF_CRF:42_W0:1.0_W1:1.0_RF:True_MINI,srunet_epoch:4_ssim:0.4007_vmaf:94.1251_vmaf-neg:93.9542_lpips:0.4423_crf:42_720_1080_TEST_CRF42.csv,1.0,1.0,0.0,0.0
6.5,720.0,1080.0,0.49694334446690597,0.427179070836558,95.55352403785112,95.390138168852,253.57142857142858,14.735357142857143,LPIPS_CRF:42_W3:1.0_W1:1.0_RF:True_MINI,srunet_epoch:4_ssim:0.3994_vmaf:94.0302_vmaf-neg:93.8731_lpips:0.4916_crf:42_720_1080_TEST_CRF42.csv,0.0,1.0,0.0,1.0
6.5,720.0,1080.0,0.4909095727136946,0.42680510725002374,95.61566015688838,95.46727211774969,253.57142857142858,14.735357142857143,VMAF-NEG_CRF:42_W2:1.0_W1:1.0_RF:True,srunet_epoch:4_ssim:0.3995_vmaf:94.1352_vmaf-neg:93.9839_lpips:0.4157_crf:42.pth_720_1080_TEST_CRF42.csv,0.0,1.0,1.0,0.0
